hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,safety_score,high_risk
6,1.29,59.8,2.5,2,0,0,1,100.0,0
9,6.59,16.3,22.2,4,1,1,0,97.1,0
2,5.82,40.7,6.5,1,0,1,1,53.4,1
8,6.14,84.9,15.0,4,1,2,0,90.0,0
22,3.32,31.5,1.8,1,0,1,0,69.0,0
10,6.88,30.4,60.4,1,0,1,0,83.5,0
2,3.49,46.3,25.6,2,1,0,0,87.3,0
15,4.69,18.7,22.1,1,0,0,0,85.0,0
23,0.3,1.2,35.8,2,1,0,0,87.6,0
20,5.27,145.2,0.3,3,1,1,0,87.6,0
6,5.83,3.1,78.4,4,1,1,1,97.2,0
10,4.67,55.0,6.7,3,1,1,0,100.0,0
12,4.12,7.1,45.0,1,1,0,0,100.0,0
5,6.54,7.0,13.2,5,0,1,0,100.0,0
6,5.55,41.2,9.5,2,0,0,0,100.0,0
5,2.44,14.3,22.9,0,0,0,0,82.5,0
23,7.68,110.0,49.0,4,1,0,0,76.7,0
17,5.75,15.9,25.3,4,0,0,0,100.0,0
20,7.91,124.6,6.4,2,0,1,0,73.9,0
19,7.78,108.1,4.5,1,0,0,0,72.1,0
23,7.38,177.4,9.2,0,0,2,0,39.5,1
2,6.12,56.3,23.0,4,0,1,0,79.0,0
21,4.99,144.1,13.8,2,0,0,0,82.2,0
1,1.63,12.4,23.4,1,0,2,1,37.8,1
11,4.48,108.0,41.6,4,1,0,1,100.0,0
14,6.19,19.6,2.1,1,1,1,1,90.0,0
8,4.31,121.4,13.9,2,0,0,0,88.2,0
3,6.99,72.3,22.3,1,0,1,0,34.0,1
4,1.14,48.1,6.9,0,0,1,0,77.4,0
19,3.23,61.3,83.1,0,0,3,0,57.7,1
7,4.2,57.7,22.3,0,0,0,0,89.3,0
7,3.63,16.2,6.3,2,0,1,0,91.0,0
22,1.14,58.4,4.0,1,1,1,0,80.9,0
3,1.48,178.9,69.0,2,0,1,0,57.4,1
21,6.75,53.8,24.4,1,1,1,1,60.3,1
22,4.03,8.1,9.7,2,1,2,0,63.2,1
14,0.68,113.1,9.2,3,0,1,1,92.0,0
3,0.43,17.6,0.9,2,0,0,1,53.6,1
3,3.95,76.3,32.7,5,0,0,0,74.6,0
6,1.57,4.2,12.9,1,0,1,0,84.8,0
13,5.73,22.8,29.2,1,1,0,0,98.6,0
3,6.42,1.4,9.5,3,0,1,0,63.5,1
10,2.06,49.5,12.2,1,0,0,0,100.0,0
2,4.86,41.8,8.8,3,0,0,0,59.1,1
12,1.49,44.1,0.7,2,1,0,0,100.0,0
0,2.64,97.6,2.3,3,0,1,0,70.8,0
17,7.14,28.3,4.8,2,1,1,0,89.7,0
1,4.49,19.3,14.4,1,1,1,0,89.3,0
4,7.12,2.7,35.0,2,0,0,0,48.8,1
4,2.03,47.0,8.6,1,0,2,1,45.6,1
19,2.84,89.1,2.2,1,1,0,0,92.8,0
1,3.93,140.4,10.2,4,1,0,0,80.1,0
10,4.0,6.1,0.1,2,0,2,0,73.0,0
14,7.98,8.0,6.1,4,0,0,1,100.0,0
12,1.18,16.8,3.8,3,1,1,1,100.0,0
16,6.86,131.1,39.3,1,0,0,1,93.0,0
19,6.95,28.3,23.2,3,0,2,0,75.4,0
9,4.56,60.3,0.1,2,1,0,0,100.0,0
19,2.95,16.4,5.8,0,0,0,0,79.3,0
7,4.3,64.7,4.2,1,1,1,0,81.7,0
23,2.55,0.6,3.5,2,0,1,1,66.0,1
12,6.45,46.1,4.6,1,1,1,1,100.0,0
17,4.14,7.7,4.1,4,0,0,0,100.0,0
21,7.43,167.2,39.7,4,0,0,0,84.8,0
19,5.09,15.1,7.5,2,1,1,0,98.4,0
20,4.26,6.1,10.8,3,0,0,0,96.4,0
12,5.78,113.2,0.6,2,1,1,1,88.2,0
1,4.18,6.3,25.0,1,1,3,1,54.5,1
11,7.26,23.4,25.0,1,0,1,0,94.2,0
4,1.72,167.6,5.1,2,0,1,0,62.4,1
21,7.79,36.7,39.0,3,0,0,0,91.7,0
5,6.55,96.3,0.8,1,0,1,1,73.1,0
5,6.93,5.7,26.5,6,1,1,1,100.0,0
5,4.02,20.3,41.5,5,0,0,0,96.2,0
15,6.75,107.8,34.1,3,0,0,0,100.0,0
13,2.66,9.7,34.4,1,0,1,0,85.3,0
22,6.17,11.0,79.1,4,1,0,0,77.9,0
9,1.38,9.8,15.0,3,1,0,0,100.0,0
6,2.66,310.5,8.5,1,0,0,1,100.0,0
1,3.73,58.3,5.5,4,1,0,0,94.6,0
0,2.78,14.7,0.8,4,0,0,1,76.5,0
8,3.28,78.2,10.5,4,1,1,1,100.0,0
22,6.61,28.6,0.1,3,0,0,0,95.2,0
12,2.28,5.3,21.1,1,1,0,0,100.0,0
21,6.04,119.2,17.2,1,0,1,0,64.5,1
2,0.87,90.1,28.6,0,0,0,0,54.7,1
2,6.2,85.4,5.4,3,0,4,1,44.7,1
20,6.4,13.3,35.8,0,0,3,0,49.6,1
2,3.39,76.2,7.7,2,1,1,1,60.4,1
1,5.86,27.9,88.5,4,1,0,1,61.5,1
9,7.35,48.3,23.2,0,0,2,0,58.6,1
22,6.47,154.7,0.5,2,1,0,1,58.8,1
16,3.31,124.2,0.8,3,1,0,0,100.0,0
2,4.03,45.7,5.6,2,0,0,0,67.3,1
20,6.3,34.3,2.8,3,1,1,1,86.2,0
20,2.55,65.9,4.8,1,0,0,0,85.8,0
19,6.49,99.1,5.7,2,0,1,1,82.2,0
21,2.83,75.7,38.2,2,1,1,0,72.4,0
5,6.51,29.3,1.2,2,1,2,0,87.0,0
23,0.97,5.0,17.6,2,1,0,1,70.3,0
7,0.64,38.2,31.0,2,0,1,0,88.2,0
19,7.98,1.3,1.6,2,1,1,0,90.7,0
13,6.99,8.9,1.2,3,0,0,0,100.0,0
18,7.1,80.0,25.1,2,1,0,0,98.0,0
15,7.62,45.0,10.3,3,1,1,1,93.2,0
15,3.68,45.1,17.9,2,0,0,0,97.7,0
14,2.51,43.2,24.4,1,1,0,0,87.9,0
18,1.3,50.5,2.6,1,0,1,0,96.3,0
17,4.16,69.0,10.8,3,0,0,0,100.0,0
3,1.99,102.4,48.9,7,1,0,0,83.6,0
19,7.5,110.4,8.2,1,0,0,0,81.4,0
12,0.33,26.5,45.4,0,0,0,0,96.9,0
7,1.4,17.5,12.4,2,1,4,0,75.3,0
12,2.2,138.4,4.8,3,0,4,0,79.3,0
23,1.83,14.1,111.0,4,1,0,1,82.2,0
20,2.04,233.8,22.6,0,0,0,0,67.1,1
20,5.35,146.8,99.6,1,1,1,1,79.3,0
11,2.82,28.5,28.7,2,1,0,0,100.0,0
18,5.04,91.4,0.6,2,1,0,1,100.0,0
9,7.15,158.0,6.9,1,0,0,1,80.5,0
16,4.94,3.2,6.9,2,1,0,0,100.0,0
15,5.65,57.2,15.3,2,0,0,0,99.1,0
5,3.11,98.1,23.3,2,1,0,0,100.0,0
6,1.53,100.9,26.1,3,0,0,0,100.0,0
1,2.77,5.5,12.1,4,0,1,0,71.2,0
3,7.72,59.7,44.4,3,0,1,1,40.3,1
10,5.09,7.4,8.8,0,0,0,0,88.4,0
11,2.44,78.1,4.2,2,0,3,0,63.2,1
3,3.77,6.1,80.5,0,0,0,0,62.4,1
10,6.73,37.4,13.3,0,1,0,0,88.1,0
14,5.45,36.1,12.9,3,0,2,0,83.9,0
5,4.62,21.1,0.6,1,0,0,0,91.4,0
8,7.12,24.0,31.2,1,0,1,1,97.6,0
8,5.48,10.1,15.2,1,0,1,0,72.1,0
12,5.25,23.4,8.2,3,0,0,0,100.0,0
8,1.76,114.2,111.8,0,1,0,0,77.2,0
17,1.12,282.7,18.1,2,1,0,0,93.8,0
7,7.73,14.0,10.3,1,1,1,0,100.0,0
10,4.91,351.4,35.4,2,0,1,0,62.4,1
9,3.5,219.4,53.6,1,1,0,1,91.9,0
4,4.84,74.4,2.6,3,0,1,1,51.2,1
16,0.78,80.8,91.0,1,0,0,0,87.4,0
5,6.63,2.5,83.0,2,0,0,0,93.9,0
7,1.97,47.7,53.3,2,0,1,1,90.9,0
19,6.5,38.2,2.9,3,1,1,0,83.1,0
22,4.41,22.4,13.8,3,0,0,0,78.1,0
16,2.43,160.9,12.7,3,1,0,0,100.0,0
21,0.53,59.9,6.3,3,1,0,0,91.8,0
20,6.58,274.6,5.1,1,1,0,0,91.7,0
11,1.66,7.0,2.0,1,1,0,0,100.0,0
18,0.7,64.1,10.9,1,1,0,0,99.2,0
7,6.12,25.7,9.8,3,1,1,1,100.0,0
11,3.0,113.6,8.7,1,0,2,0,94.3,0
12,3.3,15.2,146.3,2,1,0,0,100.0,0
23,2.2,129.9,10.8,2,0,0,1,66.5,1
20,6.92,140.6,25.7,1,0,1,0,50.1,1
11,2.59,100.5,19.2,0,0,2,0,80.1,0
15,1.92,101.4,7.5,1,0,0,0,99.6,0
4,2.68,22.4,51.9,2,0,1,0,56.1,1
19,1.86,40.9,0.6,1,1,3,0,59.1,1
13,2.75,21.4,14.8,4,0,0,0,100.0,0
12,0.94,50.4,22.6,5,1,1,0,100.0,0
18,1.52,36.8,47.7,1,1,1,0,92.3,0
15,3.51,34.9,7.4,1,1,0,1,95.2,0
1,7.07,7.5,21.6,3,0,0,0,82.7,0
6,0.74,198.6,52.2,3,0,1,0,93.2,0
4,1.94,5.4,0.6,3,1,1,0,87.2,0
17,7.29,4.2,57.2,6,0,2,0,95.6,0
0,7.15,0.4,1.2,0,1,0,1,59.0,1
4,5.53,62.1,2.7,6,0,2,0,69.5,0
14,2.15,232.0,69.1,1,1,0,1,72.6,0
16,3.53,7.2,4.9,3,0,1,0,92.1,0
12,1.93,5.9,29.0,2,0,0,0,100.0,0
20,1.29,43.6,70.7,4,1,0,0,100.0,0
22,3.23,49.9,45.6,1,0,1,0,62.9,1
3,4.73,218.0,2.8,2,1,1,0,73.6,0
22,3.07,3.8,2.0,1,0,1,0,60.5,1
14,5.0,86.6,8.1,0,1,0,1,85.1,0
15,2.58,29.2,15.0,1,1,4,0,91.1,0
2,2.96,31.3,11.6,4,1,1,0,66.1,1
14,6.39,118.4,28.5,0,0,1,0,77.9,0
17,7.06,20.7,79.6,2,0,1,1,78.4,0
13,2.78,62.6,26.1,2,0,1,0,90.3,0
2,4.7,2.5,37.9,1,1,0,1,61.1,1
12,2.44,4.0,0.0,1,1,2,1,80.0,0
22,0.71,101.7,45.2,2,0,0,0,67.2,1
17,5.98,11.6,15.2,1,1,1,0,91.5,0
3,1.62,77.4,16.2,2,1,0,0,65.9,1
23,3.58,20.0,4.7,2,0,1,1,49.2,1
23,4.05,161.7,66.6,3,0,1,0,55.8,1
4,1.72,76.2,42.5,3,0,2,0,53.1,1
19,1.03,54.1,16.6,1,1,0,0,100.0,0
9,2.98,81.7,29.4,2,0,0,1,79.3,0
14,7.63,246.6,32.5,5,0,0,0,96.7,0
10,5.04,27.2,3.3,3,0,2,0,99.2,0
18,3.24,118.9,33.5,2,0,0,0,100.0,0
23,0.6,56.3,28.1,2,0,0,1,67.1,1
19,4.92,0.1,12.0,1,0,1,0,62.0,1
22,1.01,73.9,20.9,0,1,2,0,53.8,1
22,4.48,27.5,0.0,1,1,0,1,65.1,1
2,6.09,4.7,57.4,3,0,2,0,54.2,1
6,3.56,9.6,1.5,2,0,0,0,97.4,0
17,2.61,1.0,21.3,3,1,1,0,96.3,0
14,0.66,148.3,46.4,2,0,0,1,87.3,0
1,0.49,19.2,26.7,2,0,0,0,92.5,0
2,3.61,137.4,30.5,2,1,0,0,73.0,0
12,7.1,79.4,2.6,0,0,3,0,71.1,0
14,2.18,7.0,49.3,4,0,0,0,100.0,0
4,4.72,23.1,23.1,3,0,0,0,68.9,0
4,5.57,37.3,9.3,4,0,0,0,57.6,1
3,0.77,34.2,29.0,4,1,1,0,81.3,0
13,1.48,37.8,1.4,1,0,0,1,96.9,0
0,2.85,58.4,31.0,5,1,0,0,88.8,0
13,5.46,172.6,8.9,1,0,0,1,80.3,0
11,3.68,21.9,0.2,1,0,3,0,80.4,0
11,5.95,18.5,16.2,3,0,0,0,100.0,0
16,6.98,1.1,20.3,4,0,2,0,93.3,0
12,6.14,41.9,15.5,2,0,0,1,89.4,0
17,7.94,61.4,0.9,5,1,1,1,98.1,0
18,6.11,21.1,27.7,1,0,0,1,91.4,0
22,6.86,8.9,5.4,2,0,2,0,41.9,1
19,6.71,42.7,14.7,2,1,1,1,76.5,0
12,5.92,21.4,12.3,4,1,0,1,100.0,0
11,6.47,50.0,18.8,2,0,2,0,79.4,0
5,7.5,182.2,6.5,2,0,1,0,76.3,0
14,3.96,141.3,0.6,3,0,2,0,66.3,1
3,5.21,78.9,5.7,2,0,1,0,46.2,1
22,4.27,78.6,3.8,1,0,2,0,32.6,1
20,6.85,149.4,25.9,1,0,0,0,55.5,1
2,3.62,18.0,27.1,1,0,0,0,69.0,0
18,6.61,76.3,5.8,3,1,1,1,92.2,0
2,6.46,99.8,15.7,2,1,1,0,48.8,1
17,7.71,50.2,19.2,0,0,1,0,70.9,0
2,2.22,1.3,15.9,3,0,2,1,58.4,1
11,5.76,30.1,81.0,3,1,0,1,100.0,0
15,6.13,140.0,25.3,3,0,1,0,73.2,0
17,7.51,113.6,71.4,5,0,1,1,85.8,0
10,7.28,70.5,13.5,3,1,0,0,100.0,0
22,4.72,5.9,0.9,2,0,1,1,55.9,1
18,4.76,46.0,10.0,2,0,2,1,65.0,1
4,1.59,44.6,14.6,2,1,1,0,61.3,1
16,7.81,2.8,57.8,1,0,0,0,92.7,0
17,2.26,24.7,22.1,0,1,0,0,96.3,0
8,5.88,50.7,14.0,0,0,0,0,88.1,0
17,6.43,61.7,31.4,0,1,0,1,86.4,0
21,3.7,83.7,6.9,1,0,0,1,66.4,1
19,1.93,15.2,8.9,1,1,0,0,85.2,0
18,1.75,64.4,4.0,1,0,1,1,100.0,0
15,6.9,27.7,7.8,3,1,3,0,80.6,0
6,4.23,5.6,4.0,2,1,0,0,99.1,0
19,0.99,39.5,9.3,0,0,1,1,76.9,0
8,5.82,67.6,10.9,1,1,0,0,85.5,0
12,2.23,29.3,28.8,1,1,0,0,100.0,0
7,7.05,74.8,69.5,3,1,1,1,84.6,0
7,2.68,59.4,11.4,1,0,0,0,88.8,0
3,1.84,19.2,47.4,1,1,0,0,85.2,0
23,0.95,4.1,54.5,2,0,1,0,50.2,1
3,4.24,60.1,2.4,2,0,2,0,43.9,1
2,3.77,55.3,45.5,0,1,0,0,69.5,0
22,6.09,12.4,0.9,2,1,0,0,61.5,1
13,3.88,8.3,7.9,0,1,0,0,100.0,0
10,2.95,21.0,13.8,2,0,0,1,100.0,0
17,2.31,57.7,0.2,2,1,2,0,81.8,0
9,2.44,12.6,22.0,3,0,0,1,94.6,0
3,7.44,86.9,7.2,0,0,1,0,49.8,1
17,1.57,92.4,14.7,4,1,0,0,100.0,0
4,7.91,15.0,15.5,0,1,1,1,55.6,1
13,2.82,6.5,4.0,1,0,0,0,96.5,0
22,0.98,10.5,10.7,1,0,0,1,67.6,0
22,2.21,218.2,5.9,2,1,0,1,69.0,0
8,0.75,12.7,74.0,2,0,0,0,98.7,0
18,6.38,10.2,8.0,4,0,1,0,100.0,0
14,4.25,7.1,9.9,2,1,0,0,100.0,0
11,2.89,3.6,20.5,2,0,0,0,100.0,0
3,5.4,4.9,14.0,2,0,0,0,65.3,1
9,5.16,206.8,28.5,0,0,2,0,64.4,1
15,7.54,0.9,7.9,2,0,1,0,97.6,0
23,7.7,41.2,54.6,2,0,0,0,56.1,1
0,5.54,7.0,36.0,5,0,1,0,55.3,1
17,6.6,50.4,31.2,0,1,0,0,95.8,0
20,6.4,9.1,25.0,2,0,2,0,60.9,1
22,4.08,116.4,9.9,3,1,2,0,49.6,1
10,5.72,152.5,2.2,6,0,1,0,97.0,0
2,0.9,82.5,1.1,1,0,2,0,38.4,1
6,6.14,55.8,14.1,3,0,1,0,100.0,0
20,7.71,72.2,14.0,1,0,3,0,56.2,1
21,0.95,45.5,14.7,1,1,0,0,100.0,0
15,6.74,26.2,35.1,3,0,1,1,74.2,0
2,7.48,6.2,26.5,3,1,1,0,61.7,1
2,2.04,78.1,5.6,0,1,1,0,70.7,0
11,4.34,63.2,25.7,1,1,2,0,93.8,0
14,7.44,15.8,20.4,5,1,1,0,100.0,0
0,7.69,41.9,10.9,5,0,0,0,71.3,0
16,1.28,0.8,10.9,3,0,1,0,97.6,0
13,2.99,37.9,11.3,1,0,1,1,88.6,0
0,5.68,25.6,0.1,3,1,0,1,83.9,0
2,2.01,3.2,25.4,6,1,3,0,63.5,1
10,2.8,0.4,42.0,3,1,0,1,87.8,0
17,0.48,20.7,5.9,3,0,0,0,100.0,0
19,1.48,118.8,39.7,2,1,4,0,52.7,1
10,4.63,173.6,11.6,2,0,0,0,96.1,0
7,5.33,241.1,113.3,2,1,0,0,82.7,0
23,5.3,77.8,13.1,1,0,2,0,34.9,1
11,6.29,71.3,80.8,1,0,1,1,74.0,0
7,3.5,14.1,36.9,3,1,1,1,95.3,0
10,2.41,3.2,3.2,2,0,1,0,83.8,0
0,0.42,114.4,12.1,1,0,0,0,62.2,1
7,1.89,258.9,20.5,4,1,2,1,91.2,0
12,2.71,34.2,59.1,2,1,0,1,98.4,0
22,1.67,30.7,7.9,3,0,0,0,58.3,1
17,0.46,27.2,11.9,1,0,0,0,100.0,0
18,1.51,13.5,24.8,2,0,0,0,100.0,0
13,5.43,48.2,1.2,3,1,0,0,99.6,0
2,5.15,129.0,44.0,4,0,2,0,52.8,1
9,7.5,24.6,14.3,5,0,1,0,88.5,0
23,6.45,1.4,1.6,2,0,1,0,62.0,1
1,4.67,78.7,4.9,2,1,0,0,78.0,0
21,1.36,78.5,55.2,2,0,0,0,74.2,0
16,4.64,144.1,6.0,1,0,1,1,72.5,0
6,0.77,194.1,19.6,1,0,1,0,93.8,0
18,3.62,111.9,5.4,4,1,1,1,98.3,0
20,3.3,26.5,19.8,4,1,0,0,100.0,0
1,3.59,20.1,11.0,1,1,0,0,68.9,0
2,2.45,18.5,15.2,2,0,0,1,64.4,1
15,5.58,10.9,36.4,2,0,1,0,89.3,0
23,6.78,32.2,53.6,2,0,1,0,55.7,1
0,6.22,108.1,7.8,2,1,0,0,85.5,0
15,5.13,45.3,0.9,3,0,1,0,99.5,0
3,4.45,11.0,34.1,1,0,0,0,54.0,1
15,0.54,0.9,63.9,3,1,0,1,100.0,0
14,5.87,14.3,17.9,2,1,1,0,100.0,0
2,4.5,79.3,8.8,1,0,0,0,49.6,1
16,2.38,35.8,27.1,1,0,1,0,84.0,0
21,2.82,16.1,21.6,1,1,0,0,87.4,0
20,7.5,6.9,2.9,3,0,0,0,97.6,0
0,5.11,3.1,9.3,2,1,3,0,32.5,1
5,3.96,138.1,22.0,0,0,0,1,79.3,0
5,5.08,16.8,28.8,2,0,2,0,65.7,1
10,3.49,7.9,34.4,2,1,0,1,100.0,0
3,3.92,86.2,9.7,3,1,0,0,94.2,0
20,2.54,31.4,30.7,0,0,2,1,65.3,1
18,3.69,110.9,30.0,3,0,1,0,81.0,0
19,5.58,8.6,1.5,1,1,1,0,92.7,0
4,0.61,127.2,0.2,2,0,1,0,44.4,1
0,6.42,5.6,11.3,4,0,1,0,69.3,0
21,2.48,8.2,22.6,0,0,1,1,64.0,1
6,5.56,0.1,8.2,2,0,0,0,97.2,0
15,5.25,66.4,11.8,2,1,1,0,100.0,0
21,5.33,12.9,13.4,3,1,0,0,100.0,0
0,4.98,236.8,0.9,3,1,0,1,77.0,0
0,7.69,6.3,21.6,3,1,0,0,59.0,1
0,4.21,48.9,13.2,3,1,1,0,64.9,1
3,5.94,140.6,4.3,1,0,1,0,61.2,1
1,5.73,10.3,9.6,1,0,1,0,63.8,1
19,2.12,19.7,121.9,1,1,2,0,62.4,1
14,2.48,94.5,56.1,1,0,3,0,64.4,1
23,3.56,151.6,58.3,0,0,1,0,56.8,1
19,2.44,40.2,18.9,1,0,3,1,29.7,1
23,3.12,31.2,9.7,3,0,1,1,84.0,0
5,3.31,69.7,8.2,0,1,3,0,78.4,0
6,4.95,45.5,0.2,3,0,1,0,93.8,0
20,1.99,12.3,36.5,1,1,1,0,89.9,0
5,6.49,117.3,2.0,1,0,1,0,73.4,0
1,3.67,3.9,12.2,1,1,0,1,65.5,1
16,5.74,13.4,47.4,1,0,2,0,72.1,0
19,0.93,65.0,13.2,2,1,1,1,86.5,0
23,3.92,40.2,0.3,5,1,0,0,83.5,0
22,0.52,42.1,42.5,1,1,0,1,71.7,0
2,5.5,8.3,2.3,3,0,0,0,83.2,0
18,2.95,122.1,21.2,2,1,2,0,79.8,0
20,7.61,17.1,4.4,3,1,1,0,72.9,0
16,2.8,69.2,10.9,2,1,2,1,87.9,0
19,4.64,1.2,7.5,2,1,1,0,86.5,0
20,2.28,41.3,12.7,0,1,0,1,86.6,0
10,5.07,47.8,3.4,2,0,0,0,100.0,0
0,3.9,189.4,8.8,3,1,1,0,69.6,0
10,3.15,112.9,15.4,2,0,1,1,77.9,0
4,1.87,254.5,9.4,0,0,0,0,49.2,1
2,1.16,17.9,3.7,1,1,1,1,48.8,1
2,1.22,106.9,42.1,3,0,1,0,51.7,1
16,7.99,24.7,51.7,4,1,1,0,100.0,0
12,3.47,10.1,54.5,0,0,1,0,74.5,0
12,0.31,111.4,5.2,3,1,0,0,100.0,0
17,7.64,63.5,12.5,2,1,0,0,100.0,0
13,0.45,128.3,49.5,5,0,0,1,96.4,0
15,3.52,20.0,105.0,2,0,1,0,79.3,0
2,5.82,47.8,2.3,1,0,0,0,33.1,1
20,7.34,51.5,20.2,0,1,0,0,87.7,0
10,5.79,20.6,3.4,3,0,1,1,84.0,0
3,3.87,122.5,21.1,3,1,1,1,70.0,0
19,7.8,12.2,9.9,2,1,0,0,100.0,0
17,0.6,98.3,53.3,2,0,0,0,76.6,0
1,7.9,199.5,1.6,1,1,2,0,63.1,1
4,6.84,15.7,8.0,5,0,1,0,66.7,1
0,7.45,23.0,16.8,1,1,1,0,43.7,1
6,2.26,44.5,8.9,1,0,2,0,93.4,0
2,1.4,260.6,13.3,3,1,3,0,51.1,1
17,5.41,5.8,4.1,4,1,1,1,97.5,0
12,4.27,16.7,33.9,1,0,1,0,95.9,0
23,4.33,47.9,36.2,1,0,4,0,25.6,1
17,7.42,5.6,1.4,4,0,1,0,100.0,0
14,5.07,107.4,22.6,2,1,0,0,92.4,0
12,2.7,12.2,14.3,3,0,1,0,85.1,0
1,3.38,2.9,11.4,2,1,1,0,72.9,0
1,1.33,20.5,25.0,0,0,1,0,77.1,0
14,1.78,125.8,48.1,5,1,1,0,100.0,0
0,1.4,11.6,18.4,2,1,1,0,60.8,1
1,6.54,4.8,2.5,3,0,1,0,54.8,1
5,5.73,27.2,1.2,4,1,0,0,100.0,0
21,4.38,116.7,19.1,2,1,3,0,61.8,1
11,3.18,15.9,15.4,2,0,0,0,100.0,0
17,5.45,92.1,7.3,1,0,1,0,89.8,0
9,6.56,89.8,5.5,3,0,2,1,77.5,0
4,7.09,21.3,10.5,1,1,2,0,53.2,1
8,4.51,40.3,3.1,1,1,0,0,99.4,0
2,6.61,19.8,9.4,4,1,2,0,71.1,0
18,4.24,17.1,5.1,2,0,0,0,100.0,0
4,3.95,53.8,4.1,1,0,0,0,61.0,1
9,6.96,202.9,7.8,0,1,1,1,87.1,0
23,3.28,28.7,2.5,1,1,0,0,86.3,0
14,3.35,238.7,65.7,6,1,1,0,95.2,0
11,2.65,34.5,5.3,3,0,1,0,100.0,0
13,4.29,60.1,16.3,2,1,0,1,100.0,0
18,4.5,30.1,70.8,2,0,3,0,62.8,1
6,5.39,11.0,10.2,2,0,1,1,74.5,0
15,3.61,2.6,79.5,3,1,0,1,86.3,0
20,1.98,149.9,69.5,3,0,0,0,71.1,0
13,6.97,22.4,31.1,1,0,0,0,98.0,0
10,2.96,179.5,0.6,4,0,2,1,86.0,0
3,7.41,34.4,7.1,3,1,1,1,62.4,1
5,1.9,0.3,32.8,2,1,2,1,91.6,0
22,4.61,46.9,7.5,2,1,1,0,64.7,1
12,4.43,131.6,2.4,3,0,1,1,77.1,0
7,6.68,61.3,2.1,3,1,2,0,91.3,0
10,1.37,110.3,11.4,3,0,0,1,92.9,0
13,7.31,44.2,13.6,1,1,2,0,94.4,0
12,4.39,13.6,8.4,1,0,1,1,80.3,0
16,4.81,30.9,26.7,2,0,2,0,95.0,0
6,4.23,57.8,45.9,1,0,0,0,81.9,0
15,0.58,115.3,5.2,1,1,0,0,100.0,0
10,4.13,8.2,16.1,1,0,2,1,88.0,0
22,2.33,138.2,2.7,1,0,0,1,60.1,1
3,2.94,2.5,65.3,2,0,1,0,50.8,1
3,5.3,0.5,33.0,3,1,1,0,80.2,0
11,4.13,17.2,38.1,2,0,0,0,100.0,0
12,1.02,77.5,45.8,1,0,0,0,98.6,0
16,0.86,7.4,8.4,0,0,0,0,89.7,0
9,1.73,158.0,14.9,0,1,1,0,100.0,0
21,1.77,78.0,55.3,3,0,2,0,65.2,1
11,4.98,11.6,35.4,0,0,2,0,74.1,0
3,1.67,14.9,40.7,3,0,0,1,58.6,1
2,7.09,10.5,4.6,1,1,3,1,36.8,1
23,1.92,45.9,1.1,1,0,0,0,52.7,1
3,1.0,80.5,3.3,1,0,0,0,60.8,1
22,7.04,13.8,3.9,5,0,2,0,69.2,0
6,2.57,15.9,25.9,4,1,0,0,100.0,0
2,3.58,32.6,45.8,5,0,0,0,71.4,0
7,7.68,1.9,10.3,2,1,0,0,100.0,0
14,7.57,187.2,11.6,3,1,0,1,100.0,0
10,5.8,6.8,0.8,1,1,0,0,100.0,0
18,0.83,35.8,31.1,0,1,0,0,97.7,0
14,4.87,47.9,45.2,2,1,2,1,86.1,0
9,7.92,27.9,31.0,1,0,1,0,87.8,0
15,7.59,116.1,17.4,1,0,2,1,77.3,0
23,1.12,25.5,5.6,1,1,1,0,72.0,0
9,3.35,25.8,24.1,8,0,0,0,100.0,0
3,2.73,53.9,6.1,2,0,0,0,65.8,1
9,1.3,38.0,5.3,5,0,0,0,100.0,0
20,5.65,59.1,10.9,1,0,0,0,90.4,0
5,2.41,12.5,14.7,0,0,1,1,85.9,0
22,2.96,38.7,10.7,1,0,1,1,59.0,1
14,1.0,30.3,7.6,3,0,0,1,100.0,0
14,4.13,30.3,29.8,4,1,1,0,100.0,0
7,1.52,21.7,8.9,3,0,2,1,92.0,0
22,3.63,36.6,44.5,2,0,1,0,40.0,1
0,1.4,27.7,5.7,2,1,1,0,76.4,0
7,7.64,265.7,22.7,3,1,0,0,100.0,0
10,1.42,132.6,0.0,1,0,0,0,98.6,0
11,4.32,14.4,23.2,3,1,1,0,100.0,0
11,1.82,3.3,17.3,1,0,0,0,69.1,0
3,0.89,5.3,20.1,1,1,0,0,80.8,0
5,1.86,20.5,0.1,4,1,1,0,100.0,0
2,0.72,44.0,6.6,2,1,3,1,50.4,1
13,1.37,43.7,24.9,7,0,2,1,95.0,0
8,4.1,32.6,12.8,4,0,1,0,100.0,0
13,5.32,147.3,19.4,4,0,2,1,77.9,0
14,0.97,112.5,12.3,2,1,1,0,97.2,0
16,3.7,141.9,32.3,3,0,0,1,95.5,0
13,4.78,9.6,13.0,3,1,1,0,100.0,0
15,2.1,9.7,6.4,2,1,2,0,99.9,0
14,3.17,80.3,4.7,2,1,0,1,100.0,0
15,0.85,7.7,93.3,3,1,0,1,100.0,0
14,2.0,75.4,12.8,3,0,1,0,83.2,0
7,3.89,5.0,26.4,0,0,0,0,71.0,0
5,7.93,46.0,55.1,4,1,1,0,100.0,0
18,7.97,4.1,17.2,0,0,2,1,74.8,0
8,7.84,19.3,9.1,3,1,0,0,100.0,0
